"","colors","POS","CIGAR","TLEN"
"6890",163,750460,"35S40M",425
"6891",163,750895,"4S71M",351
"6892",163,750949,"1S74M",347
"6893",99,751177,"31S44M",303
"6894",163,751197,"30S45M",427
"6895",163,751478,"1S74M",401
"6896",99,751699,"31S44M",388
"6897",163,751909,"3S72M",173
"6898",163,751898,"4S71M",292
"6899",163,751941,"2S73M",354
"6900",163,752147,"28S47M",160
"6901",99,752151,"32S43M",182
"6902",163,752203,"8S67M",203
"6903",163,752159,"33S42M",287
"6904",163,752104,"15S60M",382
"6905",99,752372,"32S43M",172
"6906",163,752405,"35S40M",212
"6907",99,752775,"30S45M",180
"6908",99,752754,"4S71M",229
"6909",163,752788,"43S32M",427
"6910",163,753059,"43S32M",305
"6911",163,753130,"31S44M",280
"6912",99,753260,"4S71M",237
"6913",163,753309,"23S52M",425
"6914",163,753516,"4S71M",261
"6915",163,753384,"10S65M",427
"6916",163,753953,"19S56M",252
"6917",163,754094,"4S71M",307
"6918",163,754284,"3S72M",210
"6919",163,754507,"1S74M",224
"6920",163,754545,"22S53M",201
"6921",99,754771,"32S43M",250
"6922",99,755080,"4S71M",247
"6923",99,755179,"32S43M",202
"6924",163,755600,"10S65M",174
"6925",163,755603,"1S74M",236
"6926",163,755857,"8S67M",270
"6927",163,756239,"11S64M",177
"6928",163,756166,"14S61M",427
"6929",99,756390,"43S32M",208
"6930",99,756341,"4S71M",279
"6931",163,756728,"14S61M",229
"6932",163,756758,"10S65M",301
"6933",163,756980,"3S72M",214
"6934",99,757125,"43S32M",332
"6935",163,757494,"2S73M",210
"6936",163,757522,"2S73M",321
"6937",163,757849,"17S58M",133
"6938",163,757897,"22S53M",177
"6939",163,758005,"15S60M",243
"6940",163,758579,"2S73M",359
"6941",99,758778,"4S71M",205
"6942",163,758811,"4S71M",230
"6943",99,758838,"32S43M",208
"6944",163,758626,"8S67M",427
"6945",99,758941,"6S69M",159
"6946",163,758918,"4S71M",208
"6947",99,758928,"32S43M",218
"6948",163,758905,"1S74M",247
"6949",163,759016,"19S56M",157
"6950",163,759309,"4S71M",214
"6951",163,759147,"14S61M",403
"6952",163,759176,"23S52M",426
"6953",99,759492,"9S66M",310
"6954",99,759798,"6S69M",210
"6955",99,759946,"24S51M",251
"6956",99,760136,"4S71M",267
"6957",163,760399,"8S67M",235
"6958",99,760527,"30S45M",193
"6959",163,760336,"22S53M",427
"6960",163,760755,"49S26M",186
"6961",163,760794,"4S71M",192
"6962",163,760723,"1S19M1D8M1I46M",278
"6963",163,760917,"4S71M",206
"6964",163,760886,"1S74M",309
"6965",163,761109,"8S67M",284
"6966",163,761179,"6S69M",253
"6967",163,761211,"1S74M",296
"6968",163,761307,"9S66M",231
"6969",163,761445,"2S73M",184
"6970",163,761380,"28S47M",264
"6971",163,761617,"3S72M",166
"6972",163,761577,"10S65M",287
"6973",163,761498,"32S43M",426
"6974",99,761817,"4S71M",207
"6975",163,761825,"16S59M",312
"6976",163,761956,"3S72M",283
"6977",99,762163,"32S43M",221
"6978",163,762080,"34S41M",328
"6979",99,762294,"32S43M",189
"6980",163,762654,"1S74M",223
"6981",163,762964,"1S74M",246
"6982",99,763243,"7S68M",252
"6983",163,763295,"27S48M",427
"6984",163,763474,"8S67M",297
"6985",163,764044,"8S67M",188
"6986",99,764049,"4S71M",227
"6987",163,764386,"6S69M",265
"6988",99,764586,"32S43M",119
"6989",163,765086,"12S63M",204
"6990",163,765425,"3S72M",191
"6991",99,765463,"4S71M",186
"6992",163,765442,"4S71M",209
"6993",163,765462,"9S66M",199
"6994",163,765447,"36S39M",225
"6995",163,765338,"4S71M",337
"6996",163,765462,"3S72M",354
"6997",163,765548,"13S62M",283
"6998",163,765607,"5S70M",292
"6999",163,765730,"17S58M",204
"7000",163,765909,"4S71M",187
"7001",163,765789,"5S70M",403
"7002",163,766558,"12S63M",152
"7003",99,766635,"43S32M",175
"7004",163,766998,"2S73M",180
"7005",99,767330,"17S58M",208
"7006",99,767367,"4S71M",226
"7007",163,767804,"23S52M",144
"7008",163,767916,"29S46M",215
"7009",163,767720,"49S26M",426
"7010",163,767900,"53S22M",273
"7011",99,768015,"4S71M",169
"7012",163,768052,"4S71M",197
"7013",99,768094,"32S43M",199
"7014",163,768007,"2S73M",411
"7015",163,768680,"29S46M",152
"7016",163,768706,"3S72M",164
"7017",163,768728,"8S67M",150
"7018",99,769137,"4S71M",213
"7019",99,769264,"32S43M",342
"7020",99,769545,"32S43M",128
"7021",163,769661,"3S72M",203
"7022",163,769657,"8S67M",226
"7023",163,769669,"5S70M",262
"7024",99,769709,"8S67M",271
"7025",99,769866,"4S71M",174
"7026",99,770009,"32S43M",181
"7027",163,769910,"12S63M",285
"7028",163,769860,"13S62M",426
"7029",99,770184,"4S71M",197
"7030",99,770454,"4S71M",250
"7031",163,770600,"2S73M",241
"7032",99,770903,"4S71M",207
"7033",163,770918,"9S66M",228
"7034",99,770967,"30S45M",216
"7035",99,770989,"32S43M",210
"7036",163,771078,"34S41M",284
"7037",163,771214,"3S72M",373
"7038",163,771676,"51S24M",222
"7039",163,771874,"18S57M",283
"7040",99,772033,"32S43M",132
"7041",163,772101,"4S71M",212
"7042",163,772202,"2S73M",182
"7043",163,772633,"8S67M",155
"7044",163,772791,"1S74M",268
"7045",163,772983,"4S71M",190
"7046",99,773309,"4S71M",197
"7047",99,773602,"31S44M",162
"7048",99,773609,"22S53M",198
"7049",163,773660,"1S74M",208
"7050",163,773771,"3S72M",159
"7051",163,773821,"14S61M",141
"7052",163,773771,"2S73M",233
"7053",163,773831,"6S69M",190
"7054",163,773760,"3S72M",311
"7055",163,773941,"12S63M",154
"7056",163,773969,"23S52M",152
"7057",99,773950,"32S43M",189
"7058",163,773810,"2S73M",358
"7059",163,773993,"4S71M",184
"7060",163,773844,"2S73M",362
"7061",163,774034,"8S67M",257
"7062",163,774170,"8S67M",165
"7063",163,774079,"5S70M",259
"7064",163,774223,"55S20M",133
"7065",163,774115,"2S73M",269
"7066",99,774222,"32S43M",167
"7067",163,774289,"13S62M",426
"7068",163,774601,"34S41M",143
"7069",163,774364,"31S44M",389
"7070",99,774757,"4S71M",204
"7071",99,774820,"32S43M",171
"7072",163,774806,"49S26M",208
"7073",163,774715,"15S60M",369
"7074",163,774908,"2S73M",255
"7075",163,774958,"12S63M",308
"7076",99,775222,"31S44M",150
"7077",163,775104,"1S74M",308
"7078",163,775320,"9S66M",195
"7079",163,775119,"37S38M",426
"7080",163,775392,"1S74M",190
"7081",163,775506,"16S59M",146
"7082",99,775472,"31S44M",213
"7083",163,775712,"13S62M",171
"7084",99,775917,"4S71M",197
"7085",99,775963,"4S71M",257
"7086",163,776119,"51S24M",163
"7087",99,776769,"4S71M",171
"7088",163,776912,"4S71M",230
"7089",163,777081,"26S49M",144
"7090",163,777048,"4S71M",186
"7091",163,777139,"8S67M",250
"7092",163,777725,"7S68M",266
"7093",99,778564,"47S28M",137
"7094",99,778880,"4S71M",264
"7095",163,779013,"7S68M",317
"7096",163,779276,"4S71M",323
"7097",163,779525,"3S72M",225
"7098",163,779421,"27S48M",422
"7099",99,779841,"32S43M",195
"7100",99,779902,"4S16M1D55M",171
"7101",163,780041,"34S41M",185
"7102",99,780165,"32S43M",163
"7103",99,780240,"4S71M",186
"7104",163,780330,"3S72M",232
"7105",99,780426,"32S43M",198
"7106",99,780520,"32S43M",171
"7107",163,780614,"14S61M",266
"7108",163,780538,"3S72M",399
"7109",163,780716,"4S71M",269
"7110",163,780797,"9S66M",189
"7111",99,780874,"28S47M",192
"7112",99,780947,"32S43M",121
"7113",163,781231,"7S68M",201
"7114",163,781294,"20S55M",195
"7115",99,781600,"1S74M",361
"7116",99,781654,"32S43M",343
"7117",163,781822,"4S71M",223
"7118",163,781643,"49S26M",421
"7119",163,782086,"4S71M",171
"7120",99,782065,"32S43M",210
"7121",163,781912,"9S66M",391
"7122",99,782173,"4S71M",177
"7123",163,782198,"5S70M",237
"7124",99,782226,"32S43M",305
"7125",163,782350,"5S70M",241
"7126",163,782257,"2S73M",366
"7127",163,783013,"8S67M",189
"7128",163,782945,"7S68M",299
"7129",163,783037,"12S63M",266
"7130",163,783145,"11S64M",162
"7131",163,782897,"28S47M",421
"7132",99,783232,"4S71M",166
"7133",163,783228,"9S66M",175
"7134",99,783256,"11S64M",282
"7135",163,783387,"12S63M",231
"7136",163,783531,"17S58M",139
"7137",99,783596,"32S43M",225
"7138",163,783612,"8S67M",217
"7139",163,783656,"8S67M",242
"7140",163,783761,"1S74M",151
"7141",99,783713,"4S71M",207
"7142",163,783641,"6S69M",314
"7143",163,784194,"8S67M",234
"7144",163,784246,"3S72M",240
"7145",99,784496,"10S65M",164
"7146",99,784509,"32S43M",276
"7147",99,784483,"4S71M",312
"7148",99,784820,"4S71M",236
"7149",99,785045,"16S59M",267
"7150",163,785123,"1S74M",239
"7151",99,785297,"4S71M",376
"7152",163,785436,"8S67M",239
"7153",163,785486,"5S70M",198
"7154",99,785561,"4S71M",159
"7155",163,785859,"1S74M",217
"7156",99,786027,"32S43M",212
"7157",163,786266,"36S39M",181
"7158",99,786350,"4S71M",149
"7159",163,786463,"2S73M",317
"7160",163,786424,"32S43M",423
"7161",163,786555,"3S72M",321
"7162",163,787433,"7S68M",216
"7163",163,787828,"20S55M",177
"7164",163,787795,"20S55M",276
"7165",163,788163,"2S73M",194
"7166",163,788068,"2S73M",346
"7167",163,788525,"6S69M",208
"7168",99,788673,"4S71M",255
"7169",99,788543,"44S31M",430
"7170",163,788796,"27S48M",280
"7171",163,788780,"1S74M",333
"7172",99,789045,"4S71M",170
"7173",163,789169,"3S72M",203
"7174",99,789174,"4S71M",212
"7175",163,789055,"3S72M",378
"7176",99,789208,"4S71M",266
"7177",163,789282,"1S74M",222
"7178",99,789380,"32S43M",184
"7179",163,789320,"4S71M",421
"7180",163,789318,"15S60M",430
"7181",163,789683,"3S72M",260
"7182",163,789739,"6S69M",247
"7183",99,789839,"32S43M",160
"7184",99,789805,"32S43M",197
"7185",163,789646,"4S71M",403
"7186",99,789898,"31S44M",235
"7187",163,789890,"2S73M",283
"7188",163,790013,"6S69M",207
"7189",99,790013,"4S71M",226
"7190",163,790259,"1S74M",224
"7191",99,790172,"4S71M",322
"7192",99,790290,"32S43M",222
"7193",163,790261,"33S42M",268
"7194",163,790381,"26S49M",196
"7195",99,790480,"4S71M",167
"7196",99,790468,"4S71M",281
"7197",163,790438,"37S38M",430
"7198",163,790695,"45S30M",192
"7199",163,790738,"10S65M",184
"7200",163,790710,"11S64M",284
"7201",163,790729,"3S72M",311
"7202",163,791096,"7S68M",193
"7203",163,790885,"26S49M",430
"7204",99,791176,"32S43M",141
"7205",99,791136,"4S71M",213
"7206",163,791028,"5S70M",429
"7207",163,791246,"6S69M",221
"7208",99,791269,"10S65M",206
"7209",163,791477,"12S63M",304
"7210",99,791659,"32S43M",151
"7211",99,791733,"4S71M",209
"7212",99,791822,"4S71M",185
"7213",163,791680,"2S73M",340
"7214",163,791885,"5S70M",321
"7215",163,792011,"24S51M",236
"7216",163,792797,"11S64M",175
"7217",99,792864,"1S74M",184
"7218",163,792870,"41S34M",274
"7219",163,793003,"4S71M",281
"7220",99,793323,"32S43M",146
"7221",163,793116,"13S62M",430
"7222",163,793400,"14S61M",162
"7223",163,793305,"4S71M",356
"7224",99,793591,"30S45M",217
"7225",99,793889,"4S71M",190
"7226",99,794653,"47S28M",200
"7227",99,795264,"4S71M",232
"7228",163,795950,"3S72M",189
"7229",163,795776,"4S71M",427
"7230",99,796696,"32S43M",132
"7231",163,796632,"31S44M",240
"7232",99,796833,"32S43M",218
"7233",99,796993,"32S43M",188
"7234",99,797233,"32S43M",155
"7235",163,797300,"8S67M",208
"7236",99,797565,"32S43M",195
"7237",99,797593,"30S45M",261
"7238",163,797529,"1S74M",408
"7239",163,797715,"1S74M",225
"7240",163,797859,"9S66M",212
"7241",163,797675,"15S60M",430
"7242",163,797859,"3S72M",250
"7243",163,797970,"46S29M",145
"7244",163,797987,"7S68M",187
"7245",163,798005,"4S71M",325
"7246",163,798173,"6S69M",168
"7247",99,798253,"32S43M",155
"7248",163,799098,"3S72M",179
"7249",99,799162,"12S63M",167
"7250",163,799128,"8S67M",430
"7251",163,799419,"32S43M",174
"7252",163,799301,"2S73M",279
"7253",163,799503,"23S52M",152
"7254",163,799864,"1S74M",232
"7255",163,799871,"8S67M",251
"7256",163,799733,"35S40M",412
"7257",163,799965,"3S72M",251
"7258",163,799993,"2S73M",288
"7259",163,799882,"7S68M",429
"7260",163,800050,"3S72M",386
"7261",99,800280,"32S43M",163
"7262",163,800196,"2S73M",278
"7263",163,800052,"22S53M",429
"7264",163,800273,"8S67M",237
"7265",163,800168,"3S72M",345
"7266",99,800414,"1S74M",217
"7267",163,800507,"2S73M",206
"7268",163,800577,"3S72M",151
"7269",99,800589,"14S61M",219
"7270",99,800742,"4S71M",273
"7271",163,800685,"2S73M",361
"7272",163,800999,"26S49M",221
"7273",163,801061,"44S31M",189
"7274",163,800943,"1S74M",310
"7275",163,801073,"1S74M",209
"7276",99,801054,"32S43M",255
"7277",163,801391,"23S52M",283
"7278",99,801565,"4S71M",200
"7279",163,801518,"8S67M",430
"7280",99,801859,"4S71M",175
"7281",99,801898,"1S74M",222
"7282",163,801996,"1S74M",231
"7283",99,802005,"32S43M",229
"7284",99,802113,"4S71M",152
"7285",163,802168,"6S69M",167
"7286",99,802059,"1S74M",288
"7287",163,802172,"4S71M",216
"7288",99,802272,"30S45M",154
"7289",163,802037,"16S59M",418
"7290",163,802135,"8S67M",385
"7291",99,802398,"36S39M",234
"7292",163,802336,"1S74M",403
"7293",99,802581,"32S43M",203
"7294",99,803012,"47S28M",126
"7295",99,803000,"9S66M",196
"7296",99,803287,"31S44M",186
"7297",163,803426,"1S74M",210
"7298",163,803234,"1S74M",425
"7299",99,803631,"32S43M",226
"7300",163,803814,"26S49M",138
"7301",163,803746,"1S74M",424
"7302",163,804112,"3S72M",308
"7303",163,804436,"8S67M",205
"7304",99,804485,"32S43M",176
"7305",99,804515,"7S68M",179
"7306",99,804493,"4S71M",224
"7307",163,804573,"3S72M",220
"7308",163,804752,"23S52M",137
"7309",99,804680,"32S43M",235
"7310",163,804544,"4S71M",380
"7311",163,804816,"3S72M",254
"7312",163,804944,"7S68M",178
"7313",99,804955,"4S71M",167
"7314",99,805294,"32S43M",289
"7315",99,805450,"32S43M",157
"7316",163,805459,"14S61M",236
"7317",163,805471,"3S72M",385
"7318",163,805825,"5S70M",149
"7319",163,805918,"8S67M",186
"7320",99,806068,"1S74M",253
"7321",163,806064,"1S74M",271
"7322",163,806122,"2S73M",241
"7323",163,806281,"5S70M",292
"7324",99,806579,"4S71M",213
"7325",163,806383,"43S32M",430
"7326",163,806706,"6S69M",298
"7327",163,806775,"38S37M",429
"7328",163,806933,"1S74M",374
"7329",99,807177,"4S71M",191
"7330",163,807213,"4S71M",251
"7331",163,807244,"2S73M",234
"7332",99,807385,"4S71M",207
"7333",99,807493,"6S69M",158
"7334",163,807381,"15S60M",290
"7335",99,807926,"4S71M",194
"7336",99,807756,"4S71M",384
"7337",99,808069,"4S71M",215
"7338",163,808150,"4S71M",182
"7339",163,808103,"4S71M",244
"7340",163,808010,"3S72M",391
"7341",163,808133,"1S74M",282
"7342",163,808199,"8S67M",305
"7343",163,808710,"3S72M",253
"7344",99,808766,"30S45M",222
"7345",99,808705,"50S25M",314
"7346",163,808797,"18S57M",267
"7347",99,808966,"31S44M",183
"7348",163,808729,"43S32M",430
"7349",163,808878,"7S68M",320
"7350",163,809009,"26S49M",208
"7351",163,809069,"5S70M",251
"7352",163,809071,"4S71M",313
"7353",99,809046,"4S71M",387
"7354",163,809365,"54S21M",121
"7355",163,809165,"4S71M",352
"7356",163,809254,"1S74M",268
"7357",163,809517,"8S67M",196
"7358",99,809876,"32S43M",246
"7359",99,810037,"41S34M",220
"7360",163,809905,"4S71M",353
"7361",99,810182,"4S71M",172
"7362",163,810098,"9S66M",335
"7363",163,810030,"12S27M1I9M1D26M",403
"7364",163,810421,"1S74M",200
"7365",163,810540,"9S66M",178
"7366",163,810697,"3S72M",181
"7367",99,810593,"32S43M",306
"7368",99,810615,"4S71M",303
"7369",99,810689,"4S71M",306
"7370",163,810712,"2S73M",326
"7371",163,810790,"4S71M",342
"7372",99,810966,"4S71M",251
"7373",99,810960,"4S71M",262
"7374",163,810976,"1S74M",327
"7375",99,811223,"32S43M",185
"7376",163,811123,"16S59M",429
"7377",99,811402,"4S71M",173
"7378",163,811307,"2S73M",333
"7379",99,811532,"4S71M",181
"7380",163,811660,"7S68M",176
"7381",99,811692,"32S43M",185
"7382",163,812003,"43S32M",429
"7383",163,812189,"24S51M",336
"7384",163,812772,"36S39M",114
"7385",99,812742,"4S71M",197
"7386",163,812762,"47S28M",422
"7387",163,813200,"21S54M",141
"7388",99,813155,"32S43M",189
"7389",99,813697,"4S71M",228
"7390",99,814011,"32S43M",155
"7391",99,814078,"32S43M",244
"7392",99,814123,"4S71M",267
"7393",99,814240,"32S43M",184
"7394",163,814057,"4S71M",429
"7395",163,814100,"22S53M",423
"7396",163,814334,"8S67M",201
"7397",163,814304,"10S65M",429
"7398",163,814545,"4S71M",338
"7399",99,814741,"4S71M",242
"7400",163,814742,"7S68M",258
"7401",99,814871,"4S71M",202
"7402",163,814975,"8S67M",161
"7403",99,815030,"1S74M",186
"7404",163,815015,"1S74M",202
"7405",163,814915,"21S54M",429
"7406",163,815057,"1S74M",288
"7407",163,815170,"25S50M",239
"7408",163,815068,"2S73M",375
"7409",163,815071,"33S42M",416
"7410",99,815308,"4S71M",233
"7411",99,815409,"31S44M",171
"7412",163,815282,"38S37M",421
"7413",163,815678,"7S68M",193
"7414",163,815607,"54S21M",305
"7415",163,815680,"1S74M",388
"7416",163,815865,"1S74M",250
"7417",163,815939,"11S64M",429
"7418",99,816024,"10S65M",429
"7419",163,816186,"1S74M",323
"7420",163,816358,"1S9M1D65M",155
"7421",99,816406,"31S44M",210
"7422",99,816522,"32S43M",197
"7423",163,816607,"6S69M",226
"7424",163,816575,"8S67M",290
"7425",163,816496,"22S53M",429
"7426",163,816813,"3S72M",297
"7427",163,817245,"6S69M",270
"7428",99,817641,"32S43M",182
"7429",163,817421,"20S55M",425
"7430",163,817556,"40S35M",318
"7431",163,817737,"30S45M",179
"7432",99,817929,"30S45M",160
"7433",163,817835,"1S74M",330
"7434",163,817739,"38S37M",429
"7435",163,818054,"8S67M",159
"7436",163,817965,"3S72M",390
"7437",163,817981,"6S69M",392
"7438",163,818109,"38S37M",426
"7439",99,818362,"4S71M",251
"7440",163,818276,"2S73M",409
"7441",163,819162,"9S66M",206
"7442",99,819187,"3S72M",197
"7443",99,818993,"23S52M",429
"7444",163,819067,"7S68M",413
"7445",99,819449,"32S43M",243
"7446",163,819430,"3S72M",354
"7447",163,819641,"5S70M",188
"7448",163,819578,"3S72M",261
"7449",99,819868,"48S27M",202
"7450",163,820291,"2S73M",231
"7451",163,820350,"3S72M",208
"7452",99,820311,"4S71M",261
"7453",163,820536,"2S73M",167
"7454",163,820538,"1S74M",162
"7455",163,820314,"13S62M",429
"7456",163,820799,"1S74M",155
"7457",163,820673,"4S71M",324
"7458",163,821147,"4S71M",280
"7459",163,821389,"4S71M",213
"7460",99,821562,"32S43M",192
"7461",163,821709,"7S68M",182
"7462",163,821818,"1S74M",217
"7463",163,821958,"4S71M",212
"7464",99,822074,"5S70M",303
"7465",99,822694,"28S47M",149
"7466",163,822698,"18S57M",142
"7467",163,822908,"8S67M",159
"7468",163,822861,"13S62M",267
"7469",163,822942,"11S64M",346
"7470",163,823069,"3S72M",221
"7471",99,823279,"4S71M",162
"7472",163,823304,"4S71M",216
"7473",163,823543,"4S71M",179
"7474",163,823601,"31S44M",184
"7475",99,823677,"32S43M",139
"7476",163,823508,"2S73M",350
"7477",163,823951,"2S73M",270
"7478",163,823991,"6S41M1I27M",231
"7479",163,824049,"4S71M",197
"7480",163,824132,"45S30M",123
"7481",163,823993,"2S73M",291
"7482",163,824162,"1S74M",336
"7483",163,824201,"2S73M",328
"7484",99,824589,"4S71M",178
"7485",99,824884,"24S51M",138
"7486",163,824820,"21S54M",220
"7487",163,824888,"9S66M",163
"7488",99,825149,"4S71M",217
"7489",163,825550,"1S74M",202
"7490",163,825574,"6S69M",217
"7491",163,825534,"1S74M",247
"7492",99,825689,"32S43M",162
"7493",99,825766,"32S43M",145
"7494",99,825783,"4S71M",177
"7495",99,825833,"4S26M1D45M",238
"7496",99,825860,"4S71M",213
"7497",99,825860,"8S67M",213
"7498",163,825860,"5S70M",213
"7499",99,825860,"16S59M",213
"7500",163,825860,"2S73M",214
"7501",99,825833,"4S26M1D45M",241
"7502",99,825860,"8S67M",216
"7503",99,825833,"4S26M1D45M",243
"7504",99,825860,"7S68M",216
"7505",99,825860,"14S61M",216
"7506",99,825833,"1S26M1D48M",243
"7507",99,825833,"4S26M1D45M",243
"7508",163,825833,"6S26M1D43M",245
"7509",163,825839,"1S20M1D54M",240
"7510",163,825833,"4S26M1D45M",246
"7511",99,825860,"2S73M",220
"7512",99,825860,"2S73M",220
"7513",99,825860,"5S70M",221
"7514",99,825833,"2S26M1D47M",248
"7515",99,825860,"5S70M",222
"7516",163,825833,"3S26M1D46M",250
"7517",163,825860,"4S71M",223
"7518",99,825860,"8S67M",223
"7519",99,825860,"4S71M",223
"7520",163,825860,"2S73M",224
"7521",99,825834,"4S25M1D46M",250
"7522",163,825860,"4S71M",215
"7523",99,825860,"5S70M",226
"7524",163,825833,"5S26M1D44M",253
"7525",99,825839,"3S20M1D52M",247
"7526",163,825860,"5S70M",227
"7527",99,825860,"3S72M",227
"7528",99,825860,"5S70M",227
"7529",99,825839,"1S20M1D54M",248
"7530",99,825839,"3S20M1D52M",249
"7531",99,825833,"2S26M1D47M",255
"7532",99,825839,"1S20M1D54M",249
"7533",99,825841,"4S18M1D53M",247
"7534",99,825860,"13S62M",228
"7535",99,825839,"1S20M1D54M",250
"7536",163,825833,"4S26M1D45M",256
"7537",163,825833,"2S26M1D47M",256
"7538",163,825860,"4S71M",229
"7539",99,825839,"3S20M1D52M",250
"7540",99,825839,"1S20M1D54M",250
"7541",163,825860,"6S69M",230
"7542",99,825833,"3S26M1D46M",257
"7543",99,825839,"1S20M1D54M",251
"7544",163,825860,"6S69M",231
"7545",99,825860,"2S73M",232
"7546",163,825839,"4S20M1D51M",253
"7547",99,825839,"2S20M1D53M",253
"7548",163,825860,"2S73M",232
"7549",99,825860,"4S71M",232
"7550",99,825860,"5S70M",233
"7551",99,825833,"6S26M1D43M",260
"7552",163,825860,"14S61M",233
"7553",99,825862,"6S69M",231
"7554",99,825839,"3S20M1D52M",255
"7555",163,825860,"4S71M",234
"7556",99,825833,"3S26M1D46M",261
"7557",99,825839,"4S20M1D51M",255
"7558",163,825833,"1S26M1D48M",262
"7559",99,825833,"1S26M1D48M",262
"7560",99,825839,"7S20M1D48M",256
"7561",163,825860,"2S73M",237
"7562",99,825860,"3S72M",237
"7563",163,825860,"4S71M",238
"7564",163,825860,"7S68M",239
"7565",99,825860,"13S62M",240
"7566",99,825860,"13S62M",241
"7567",99,825833,"6S26M1D43M",269
"7568",163,825833,"4S26M1D45M",269
"7569",99,825860,"5S70M",242
"7570",99,825860,"3S72M",242
"7571",163,825833,"1S26M1D48M",254
"7572",99,825833,"4S26M1D45M",271
"7573",163,825860,"6S69M",234
"7574",163,825833,"6S26M1D43M",264
"7575",163,825833,"6S26M1D43M",269
"7576",163,825833,"4S26M1D45M",268
"7577",99,825839,"1S20M1D54M",232
"7578",163,825860,"8S67M",212
"7579",99,825833,"3S26M1D46M",239
"7580",99,825860,"4S71M",212
"7581",163,825833,"3S26M1D46M",317
"7582",99,826002,"4S71M",160
"7583",99,825860,"3S72M",307
"7584",99,825860,"2S73M",308
"7585",163,825860,"2S73M",309
"7586",99,825839,"4S20M1D51M",346
"7587",163,825839,"1S20M1D54M",330
"7588",163,825860,"3S72M",330
"7589",99,826002,"2S73M",196
"7590",163,825833,"4S26M1D45M",374
"7591",163,826002,"3S72M",175
"7592",163,825839,"1S20M1D54M",339
"7593",163,826002,"2S73M",211
"7594",163,825833,"7S26M1D42M",389
"7595",99,825860,"1S74M",366
"7596",163,825860,"2S73M",339
"7597",99,825860,"3S72M",370
"7598",163,826017,"19S56M",301
"7599",99,826017,"6S69M",417
"7600",163,826268,"3S72M",399
"7601",163,826429,"2S73M",260
"7602",99,826701,"4S71M",203
"7603",99,826731,"9S66M",235
"7604",163,826801,"4S71M",238
"7605",99,826877,"4S71M",170
"7606",163,826748,"22S53M",376
"7607",99,827014,"4S71M",249
"7608",99,827110,"32S43M",187
"7609",99,827371,"32S43M",204
"7610",163,827244,"3S72M",371
"7611",163,827428,"3S72M",252
"7612",99,827344,"4S71M",352
"7613",163,827974,"20S55M",159
"7614",163,827992,"5S70M",239
"7615",99,828039,"30S45M",193
"7616",99,828114,"18S57M",158
"7617",99,828297,"4S71M",220
"7618",99,828762,"32S43M",220
"7619",163,828850,"16S59M",143
"7620",163,828781,"3S72M",243
"7621",163,828817,"2S73M",215
"7622",163,828928,"2S73M",252
"7623",163,829007,"2S73M",278
"7624",163,829122,"15S60M",198
"7625",163,829111,"15S60M",217
"7626",163,829190,"30S45M",170
"7627",163,829137,"4S71M",276
"7628",163,829251,"13S62M",204
"7629",163,829447,"4S71M",272
"7630",99,829557,"32S43M",204
"7631",163,829410,"28S47M",429
"7632",163,829783,"2S73M",156
"7633",163,829628,"1S74M",331
"7634",163,829737,"1S74M",191
"7635",99,829776,"32S43M",193
"7636",163,829760,"29S46M",299
"7637",163,829898,"1S74M",224
"7638",163,829844,"4S71M",327
"7639",163,829879,"3S72M",314
"7640",163,830405,"9S66M",422
"7641",163,831321,"1S74M",310
"7642",163,831503,"2S73M",157
"7643",163,831418,"21S54M",248
"7644",163,831329,"6S69M",339
"7645",163,831545,"15S60M",175
"7646",99,831520,"4S71M",211
"7647",99,831519,"4S71M",233
"7648",163,831597,"30S45M",219
"7649",163,831546,"3S72M",299
"7650",163,831716,"8S67M",146
"7651",163,831954,"15S60M",166
"7652",163,831757,"17S58M",429
"7653",163,832048,"10S65M",167
"7654",99,832067,"5S70M",183
"7655",163,832063,"4S71M",245
"7656",163,832119,"1S74M",193
"7657",163,832244,"1S74M",242
"7658",163,832317,"2S73M",258
"7659",163,832469,"4S71M",224
"7660",99,832760,"31S44M",174
"7661",163,832871,"2S73M",175
"7662",163,832976,"13S15M1I46M",211
"7663",163,832872,"1S74M",307
"7664",163,833197,"4S71M",406
"7665",163,833675,"16S59M",187
"7666",99,833924,"32S43M",206
"7667",99,834225,"4S71M",174
"7668",163,834365,"3S72M",171
"7669",163,834489,"2S73M",312
"7670",163,834618,"6S69M",328
"7671",163,834663,"8S67M",303
"7672",163,834619,"1S74M",358
"7673",163,835617,"3S72M",194
"7674",163,835637,"4S71M",190
"7675",99,835783,"32S43M",183
"7676",163,835646,"1S74M",386
"7677",163,836076,"2S73M",248
"7678",163,836194,"8S67M",281
"7679",99,836382,"32S43M",183
"7680",99,836718,"4S71M",162
"7681",163,836924,"8S67M",224
"7682",163,836916,"16S59M",305
"7683",163,837064,"1S74M",241
"7684",163,837461,"4S71M",217
"7685",163,837444,"3S72M",248
"7686",99,837806,"4S71M",241
"7687",163,837965,"24S51M",126
"7688",99,837914,"32S43M",205
"7689",163,838102,"4S71M",210
"7690",163,838330,"2S73M",233
"7691",163,838597,"8S67M",219
"7692",163,838912,"17S58M",212
"7693",99,839180,"4S71M",176
"7694",163,839108,"3S72M",323
"7695",163,839360,"2S73M",267
"7696",163,839468,"16S59M",232
"7697",99,839483,"31S44M",284
